MemTotal:        7795912 kB
MemFree:         6168472 kB
MemAvailable:    6589324 kB
Buffers:            8316 kB
Cached:           520220 kB
SwapCached:            0 kB
Active:           214036 kB
Inactive:         997060 kB
Active(anon):       2656 kB
Inactive(anon):   689336 kB
Active(file):     211380 kB
Inactive(file):   307724 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              8020 kB
Writeback:             0 kB
AnonPages:        683156 kB
Mapped:           360084 kB
Shmem:              9012 kB
KReclaimable:      81532 kB
Slab:             162580 kB
SReclaimable:      81532 kB
SUnreclaim:        81048 kB
KernelStack:        7068 kB
PageTables:         7884 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
