MemTotal:        7795912 kB
MemFree:         5182904 kB
MemAvailable:    5682848 kB
Buffers:           10052 kB
Cached:           595348 kB
SwapCached:       919152 kB
Active:           288956 kB
Inactive:        1903540 kB
Active(anon):       2648 kB
Inactive(anon):  1593292 kB
Active(file):     286308 kB
Inactive(file):   310248 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7740 kB
Writeback:           236 kB
AnonPages:        668120 kB
Mapped:           360112 kB
Shmem:              9012 kB
KReclaimable:      84812 kB
Slab:             166412 kB
SReclaimable:      84812 kB
SUnreclaim:        81600 kB
KernelStack:        7080 kB
PageTables:         7832 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
