MemTotal:        7795912 kB
MemFree:         5751036 kB
MemAvailable:    6133208 kB
Buffers:            7492 kB
Cached:           482856 kB
SwapCached:            0 kB
Active:           176648 kB
Inactive:        1450268 kB
Active(anon):       2652 kB
Inactive(anon):  1143152 kB
Active(file):     173996 kB
Inactive(file):   307116 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7636 kB
Writeback:             0 kB
AnonPages:       1136620 kB
Mapped:           360264 kB
Shmem:              9012 kB
KReclaimable:      80160 kB
Slab:             161224 kB
SReclaimable:      80160 kB
SUnreclaim:        81064 kB
KernelStack:        7160 kB
PageTables:         9052 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2749000 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36304 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
