MemTotal:        7795912 kB
MemFree:         5352928 kB
MemAvailable:    5782244 kB
Buffers:            8520 kB
Cached:           527868 kB
SwapCached:       514180 kB
Active:           221788 kB
Inactive:        1777904 kB
Active(anon):       2664 kB
Inactive(anon):  1469668 kB
Active(file):     219124 kB
Inactive(file):   308236 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1581196 kB
Dirty:              7752 kB
Writeback:        359208 kB
AnonPages:        951220 kB
Mapped:           360064 kB
Shmem:              9012 kB
KReclaimable:      81948 kB
Slab:             184436 kB
SReclaimable:      81948 kB
SUnreclaim:       102488 kB
KernelStack:        7136 kB
PageTables:         8924 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
