MemTotal:        7795912 kB
MemFree:         5048172 kB
MemAvailable:    5548320 kB
Buffers:           10100 kB
Cached:           595648 kB
SwapCached:       918996 kB
Active:           290228 kB
Inactive:        2036848 kB
Active(anon):       2660 kB
Inactive(anon):  1727700 kB
Active(file):     287568 kB
Inactive(file):   309148 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7228 kB
Writeback:             0 kB
AnonPages:        802160 kB
Mapped:           352208 kB
Shmem:              9008 kB
KReclaimable:      84900 kB
Slab:             166556 kB
SReclaimable:      84900 kB
SUnreclaim:        81656 kB
KernelStack:        7072 kB
PageTables:         8532 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
