MemTotal:        7795912 kB
MemFree:         5342544 kB
MemAvailable:    5771884 kB
Buffers:            8524 kB
Cached:           527888 kB
SwapCached:       807984 kB
Active:           221784 kB
Inactive:        1777896 kB
Active(anon):       2656 kB
Inactive(anon):  1469640 kB
Active(file):     219128 kB
Inactive(file):   308256 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1287196 kB
Dirty:              7772 kB
Writeback:        558424 kB
AnonPages:        657356 kB
Mapped:           359864 kB
Shmem:              9012 kB
KReclaimable:      81948 kB
Slab:             196572 kB
SReclaimable:      81948 kB
SUnreclaim:       114624 kB
KernelStack:        7168 kB
PageTables:         8724 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
