MemTotal:        7795912 kB
MemFree:         4794388 kB
MemAvailable:    5278740 kB
Buffers:            9676 kB
Cached:           580316 kB
SwapCached:      1295632 kB
Active:           274024 kB
Inactive:        2304436 kB
Active(anon):       2648 kB
Inactive(anon):  1994860 kB
Active(file):     271376 kB
Inactive(file):   309576 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:         799048 kB
Dirty:              7680 kB
Writeback:           332 kB
AnonPages:        695132 kB
Mapped:           360128 kB
Shmem:              9012 kB
KReclaimable:      84836 kB
Slab:             166708 kB
SReclaimable:      84836 kB
SUnreclaim:        81872 kB
KernelStack:        7148 kB
PageTables:         8768 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
