MemTotal:        7795912 kB
MemFree:         5471688 kB
MemAvailable:    6017772 kB
Buffers:           10936 kB
Cached:           635236 kB
SwapCached:       918996 kB
Active:           317352 kB
Inactive:        1584288 kB
Active(anon):       2648 kB
Inactive(anon):  1257308 kB
Active(file):     314704 kB
Inactive(file):   326980 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097152 kB
SwapFree:        1175332 kB
Dirty:               100 kB
Writeback:            72 kB
AnonPages:        336212 kB
Mapped:           342300 kB
Shmem:              4684 kB
KReclaimable:      86836 kB
Slab:             168112 kB
SReclaimable:      86836 kB
SUnreclaim:        81276 kB
KernelStack:        6944 kB
PageTables:         6844 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    1886112 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36096 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
