MemTotal:        7795912 kB
MemFree:         4778892 kB
MemAvailable:    5300280 kB
Buffers:           10716 kB
Cached:           615896 kB
SwapCached:       918996 kB
Active:           309008 kB
Inactive:        2286560 kB
Active(anon):       2660 kB
Inactive(anon):  1975524 kB
Active(file):     306348 kB
Inactive(file):   311036 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:               460 kB
Writeback:            44 kB
AnonPages:       1050500 kB
Mapped:           351992 kB
Shmem:              9008 kB
KReclaimable:      86048 kB
Slab:             167344 kB
SReclaimable:      86048 kB
SUnreclaim:        81296 kB
KernelStack:        7020 kB
PageTables:         8432 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
