MemTotal:        7795912 kB
MemFree:         5167640 kB
MemAvailable:    5667932 kB
Buffers:           10132 kB
Cached:           595760 kB
SwapCached:       918996 kB
Active:           290256 kB
Inactive:        1843744 kB
Active(anon):       2664 kB
Inactive(anon):  1534476 kB
Active(file):     287592 kB
Inactive(file):   309268 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:               144 kB
Writeback:            60 kB
AnonPages:        609132 kB
Mapped:           352344 kB
Shmem:              9008 kB
KReclaimable:      84900 kB
Slab:             166584 kB
SReclaimable:      84900 kB
SUnreclaim:        81684 kB
KernelStack:        7048 kB
PageTables:         7724 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
