MemTotal:        7795912 kB
MemFree:         5766368 kB
MemAvailable:    6195632 kB
Buffers:            8516 kB
Cached:           527836 kB
SwapCached:       394816 kB
Active:           221780 kB
Inactive:        1369964 kB
Active(anon):       2660 kB
Inactive(anon):  1061760 kB
Active(file):     219120 kB
Inactive(file):   308204 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1700568 kB
Dirty:              7720 kB
Writeback:        363932 kB
AnonPages:        660952 kB
Mapped:           360036 kB
Shmem:              9012 kB
KReclaimable:      81916 kB
Slab:             185124 kB
SReclaimable:      81916 kB
SUnreclaim:       103208 kB
KernelStack:        7084 kB
PageTables:         7984 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36208 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
