MemTotal:        7795912 kB
MemFree:         4947388 kB
MemAvailable:    5447468 kB
Buffers:           10084 kB
Cached:           595604 kB
SwapCached:       918996 kB
Active:           289044 kB
Inactive:        2137736 kB
Active(anon):       2672 kB
Inactive(anon):  1827456 kB
Active(file):     286372 kB
Inactive(file):   310280 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7556 kB
Writeback:             0 kB
AnonPages:        901964 kB
Mapped:           360172 kB
Shmem:              9012 kB
KReclaimable:      84892 kB
Slab:             166536 kB
SReclaimable:      84892 kB
SUnreclaim:        81644 kB
KernelStack:        7172 kB
PageTables:         8416 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
