MemTotal:        7795912 kB
MemFree:         5101116 kB
MemAvailable:    5622460 kB
Buffers:           10712 kB
Cached:           615872 kB
SwapCached:       918996 kB
Active:           309016 kB
Inactive:        1959308 kB
Active(anon):       2668 kB
Inactive(anon):  1648300 kB
Active(file):     306348 kB
Inactive(file):   311008 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:               432 kB
Writeback:            44 kB
AnonPages:        723020 kB
Mapped:           351952 kB
Shmem:              9008 kB
KReclaimable:      86012 kB
Slab:             167308 kB
SReclaimable:      86012 kB
SUnreclaim:        81296 kB
KernelStack:        7016 kB
PageTables:         7900 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
