MemTotal:        7795912 kB
MemFree:         4785580 kB
MemAvailable:    5277408 kB
Buffers:            9844 kB
Cached:           587572 kB
SwapCached:       919152 kB
Active:           281332 kB
Inactive:        2306804 kB
Active(anon):       2652 kB
Inactive(anon):  1996912 kB
Active(file):     278680 kB
Inactive(file):   309892 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7520 kB
Writeback:             0 kB
AnonPages:       1071540 kB
Mapped:           360156 kB
Shmem:              9012 kB
KReclaimable:      84548 kB
Slab:             166100 kB
SReclaimable:      84548 kB
SUnreclaim:        81552 kB
KernelStack:        7084 kB
PageTables:         8736 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36176 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
