MemTotal:        7795912 kB
MemFree:         5449200 kB
MemAvailable:    5878480 kB
Buffers:            8516 kB
Cached:           527852 kB
SwapCached:       394816 kB
Active:           221788 kB
Inactive:        1687724 kB
Active(anon):       2664 kB
Inactive(anon):  1379508 kB
Active(file):     219124 kB
Inactive(file):   308216 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1700568 kB
Dirty:              7732 kB
Writeback:        305688 kB
AnonPages:        978336 kB
Mapped:           360064 kB
Shmem:              9012 kB
KReclaimable:      81916 kB
Slab:             181908 kB
SReclaimable:      81916 kB
SUnreclaim:        99992 kB
KernelStack:        7140 kB
PageTables:         8660 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
