MemTotal:        7795912 kB
MemFree:         6007012 kB
MemAvailable:    6428088 kB
Buffers:            8320 kB
Cached:           520244 kB
SwapCached:            0 kB
Active:           214040 kB
Inactive:        1155116 kB
Active(anon):       2656 kB
Inactive(anon):   847172 kB
Active(file):     211384 kB
Inactive(file):   307944 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              8044 kB
Writeback:             0 kB
AnonPages:        841164 kB
Mapped:           360084 kB
Shmem:              9012 kB
KReclaimable:      81532 kB
Slab:             162548 kB
SReclaimable:      81532 kB
SUnreclaim:        81016 kB
KernelStack:        7032 kB
PageTables:         8156 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
