MemTotal:        7795912 kB
MemFree:         5827076 kB
MemAvailable:    6197732 kB
Buffers:            7236 kB
Cached:           471740 kB
SwapCached:           48 kB
Active:           165572 kB
Inactive:        1383656 kB
Active(anon):       2648 kB
Inactive(anon):  1076840 kB
Active(file):     162924 kB
Inactive(file):   306816 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7636 kB
Writeback:            80 kB
AnonPages:       1070524 kB
Mapped:           360152 kB
Shmem:              9012 kB
KReclaimable:      79872 kB
Slab:             161056 kB
SReclaimable:      79872 kB
SUnreclaim:        81184 kB
KernelStack:        7032 kB
PageTables:         8544 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36304 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
