MemTotal:        7795912 kB
MemFree:         4843208 kB
MemAvailable:    5279880 kB
Buffers:            8688 kB
Cached:           535408 kB
SwapCached:       918920 kB
Active:           228912 kB
Inactive:        2304344 kB
Active(anon):       2652 kB
Inactive(anon):  1995940 kB
Active(file):     226260 kB
Inactive(file):   308404 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176428 kB
Dirty:              7696 kB
Writeback:             0 kB
AnonPages:       1070472 kB
Mapped:           360136 kB
Shmem:              9012 kB
KReclaimable:      82052 kB
Slab:             163408 kB
SReclaimable:      82052 kB
SUnreclaim:        81356 kB
KernelStack:        7188 kB
PageTables:         8684 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
