MemTotal:        7795912 kB
MemFree:         4847252 kB
MemAvailable:    5335120 kB
Buffers:            9756 kB
Cached:           583960 kB
SwapCached:       919152 kB
Active:           277684 kB
Inactive:        2246400 kB
Active(anon):       2652 kB
Inactive(anon):  1936756 kB
Active(file):     275032 kB
Inactive(file):   309644 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7744 kB
Writeback:             0 kB
AnonPages:       1011576 kB
Mapped:           360156 kB
Shmem:              9012 kB
KReclaimable:      84420 kB
Slab:             166004 kB
SReclaimable:      84420 kB
SUnreclaim:        81584 kB
KernelStack:        7056 kB
PageTables:         8596 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
