MemTotal:        7795912 kB
MemFree:         5798020 kB
MemAvailable:    6195596 kB
Buffers:            7824 kB
Cached:           497868 kB
SwapCached:            0 kB
Active:           191528 kB
Inactive:        1384720 kB
Active(anon):       2660 kB
Inactive(anon):  1077328 kB
Active(file):     188868 kB
Inactive(file):   307392 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7596 kB
Writeback:            60 kB
AnonPages:       1071076 kB
Mapped:           360468 kB
Shmem:              9012 kB
KReclaimable:      80672 kB
Slab:             161700 kB
SReclaimable:      80672 kB
SUnreclaim:        81028 kB
KernelStack:        7188 kB
PageTables:         9168 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36304 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
