MemTotal:        7795912 kB
MemFree:         5794092 kB
MemAvailable:    6199856 kB
Buffers:            7992 kB
Cached:           505296 kB
SwapCached:            0 kB
Active:           199256 kB
Inactive:        1384920 kB
Active(anon):       2656 kB
Inactive(anon):  1077272 kB
Active(file):     196600 kB
Inactive(file):   307648 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7672 kB
Writeback:             8 kB
AnonPages:       1070900 kB
Mapped:           360036 kB
Shmem:              9012 kB
KReclaimable:      81072 kB
Slab:             162128 kB
SReclaimable:      81072 kB
SUnreclaim:        81056 kB
KernelStack:        7052 kB
PageTables:         8644 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36208 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
