MemTotal:        7795912 kB
MemFree:         4822032 kB
MemAvailable:    5343776 kB
Buffers:           10736 kB
Cached:           615932 kB
SwapCached:       918996 kB
Active:           309188 kB
Inactive:        2238196 kB
Active(anon):       2664 kB
Inactive(anon):  1927076 kB
Active(file):     306524 kB
Inactive(file):   311120 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:               524 kB
Writeback:             0 kB
AnonPages:       1001768 kB
Mapped:           351988 kB
Shmem:              9008 kB
KReclaimable:      86240 kB
Slab:             167536 kB
SReclaimable:      86240 kB
SUnreclaim:        81296 kB
KernelStack:        6992 kB
PageTables:         8256 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
