MemTotal:        7795912 kB
MemFree:         4757752 kB
MemAvailable:    5274760 kB
Buffers:           10548 kB
Cached:           611568 kB
SwapCached:       918996 kB
Active:           305348 kB
Inactive:        2307672 kB
Active(anon):       2660 kB
Inactive(anon):  1997268 kB
Active(file):     302688 kB
Inactive(file):   310404 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7656 kB
Writeback:            64 kB
AnonPages:       1071780 kB
Mapped:           352004 kB
Shmem:              9008 kB
KReclaimable:      85868 kB
Slab:             167188 kB
SReclaimable:      85868 kB
SUnreclaim:        81320 kB
KernelStack:        7008 kB
PageTables:         8488 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
