MemTotal:        7795912 kB
MemFree:         5835180 kB
MemAvailable:    6201924 kB
Buffers:            7156 kB
Cached:           467972 kB
SwapCached:           76 kB
Active:           161852 kB
Inactive:        1381548 kB
Active(anon):       2656 kB
Inactive(anon):  1074840 kB
Active(file):     159196 kB
Inactive(file):   306708 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2096032 kB
Dirty:              7848 kB
Writeback:            68 kB
AnonPages:       1068592 kB
Mapped:           360068 kB
Shmem:              9012 kB
KReclaimable:      79720 kB
Slab:             160840 kB
SReclaimable:      79720 kB
SUnreclaim:        81120 kB
KernelStack:        7044 kB
PageTables:         8620 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
