MemTotal:        7795912 kB
MemFree:         4797392 kB
MemAvailable:    5277512 kB
Buffers:            9584 kB
Cached:           576392 kB
SwapCached:       918996 kB
Active:           270476 kB
Inactive:        2306416 kB
Active(anon):       2660 kB
Inactive(anon):  1997112 kB
Active(file):     267816 kB
Inactive(file):   309304 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176180 kB
Dirty:              7692 kB
Writeback:             0 kB
AnonPages:       1071568 kB
Mapped:           360116 kB
Shmem:              9012 kB
KReclaimable:      84036 kB
Slab:             165592 kB
SReclaimable:      84036 kB
SUnreclaim:        81556 kB
KernelStack:        7092 kB
PageTables:         8704 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
