MemTotal:        7795912 kB
MemFree:         5113196 kB
MemAvailable:    5569816 kB
Buffers:            9108 kB
Cached:           553996 kB
SwapCached:       918996 kB
Active:           247884 kB
Inactive:        2012060 kB
Active(anon):       2652 kB
Inactive(anon):  1703240 kB
Active(file):     245232 kB
Inactive(file):   308820 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176428 kB
Dirty:              7728 kB
Writeback:            28 kB
AnonPages:        778284 kB
Mapped:           360008 kB
Shmem:              9012 kB
KReclaimable:      83176 kB
Slab:             164664 kB
SReclaimable:      83176 kB
SUnreclaim:        81488 kB
KernelStack:        7072 kB
PageTables:         7984 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36208 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
