MemTotal:        7795912 kB
MemFree:         4707988 kB
MemAvailable:    5212872 kB
Buffers:           10280 kB
Cached:           599992 kB
SwapCached:       918996 kB
Active:           292416 kB
Inactive:        2374000 kB
Active(anon):       2652 kB
Inactive(anon):  2062516 kB
Active(file):     289764 kB
Inactive(file):   311484 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              4168 kB
Writeback:             0 kB
AnonPages:       1137312 kB
Mapped:           356048 kB
Shmem:              9008 kB
KReclaimable:      85308 kB
Slab:             167044 kB
SReclaimable:      85308 kB
SUnreclaim:        81736 kB
KernelStack:        7020 kB
PageTables:         8748 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2712372 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
