MemTotal:        7795912 kB
MemFree:         4984144 kB
MemAvailable:    5505016 kB
Buffers:           10636 kB
Cached:           615532 kB
SwapCached:       918996 kB
Active:           308940 kB
Inactive:        2079372 kB
Active(anon):       2660 kB
Inactive(anon):  1768716 kB
Active(file):     306280 kB
Inactive(file):   310656 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176080 kB
Dirty:              7696 kB
Writeback:             0 kB
AnonPages:        843420 kB
Mapped:           351892 kB
Shmem:              9008 kB
KReclaimable:      85912 kB
Slab:             167188 kB
SReclaimable:      85912 kB
SUnreclaim:        81276 kB
KernelStack:        7008 kB
PageTables:         8016 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
