MemTotal:        7795912 kB
MemFree:         6083392 kB
MemAvailable:    6508296 kB
Buffers:            8400 kB
Cached:           523940 kB
SwapCached:            0 kB
Active:           217772 kB
Inactive:        1075164 kB
Active(anon):       2660 kB
Inactive(anon):   767172 kB
Active(file):     215112 kB
Inactive(file):   307992 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              8104 kB
Writeback:             0 kB
AnonPages:        760748 kB
Mapped:           360080 kB
Shmem:              9012 kB
KReclaimable:      81636 kB
Slab:             162652 kB
SReclaimable:      81636 kB
SUnreclaim:        81016 kB
KernelStack:        7096 kB
PageTables:         8108 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36192 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
