MemTotal:        7795912 kB
MemFree:         4799296 kB
MemAvailable:    5271716 kB
Buffers:            9420 kB
Cached:           568772 kB
SwapCached:      1250432 kB
Active:           263000 kB
Inactive:        2302780 kB
Active(anon):       2656 kB
Inactive(anon):  1993788 kB
Active(file):     260344 kB
Inactive(file):   308992 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:         844644 kB
Dirty:              7712 kB
Writeback:          1116 kB
AnonPages:        738944 kB
Mapped:           360136 kB
Shmem:              9012 kB
KReclaimable:      84208 kB
Slab:             165928 kB
SReclaimable:      84208 kB
SUnreclaim:        81720 kB
KernelStack:        7008 kB
PageTables:         8564 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36160 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
