MemTotal:        7795912 kB
MemFree:         6010556 kB
MemAvailable:    6369632 kB
Buffers:            6996 kB
Cached:           460572 kB
SwapCached:            0 kB
Active:           154364 kB
Inactive:        1214956 kB
Active(anon):       2652 kB
Inactive(anon):   908336 kB
Active(file):     151712 kB
Inactive(file):   306620 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2096652 kB
Dirty:              7700 kB
Writeback:            80 kB
AnonPages:        902188 kB
Mapped:           360032 kB
Shmem:              9012 kB
KReclaimable:      79528 kB
Slab:             160604 kB
SReclaimable:      79528 kB
SUnreclaim:        81076 kB
KernelStack:        7060 kB
PageTables:         8192 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36208 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
