MemTotal:        7795912 kB
MemFree:         6261760 kB
MemAvailable:    6601156 kB
Buffers:            6644 kB
Cached:           441444 kB
SwapCached:            0 kB
Active:           135344 kB
Inactive:         982052 kB
Active(anon):       2640 kB
Inactive(anon):   675684 kB
Active(file):     132704 kB
Inactive(file):   306368 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097152 kB
SwapFree:        2097152 kB
Dirty:              7692 kB
Writeback:             0 kB
AnonPages:        669244 kB
Mapped:           359916 kB
Shmem:              9004 kB
KReclaimable:      78684 kB
Slab:             159548 kB
SReclaimable:      78684 kB
SUnreclaim:        80864 kB
KernelStack:        7048 kB
PageTables:         7792 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36160 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
