MemTotal:        7795912 kB
MemFree:         6561488 kB
MemAvailable:    6897688 kB
Buffers:            6644 kB
Cached:           434236 kB
SwapCached:            0 kB
Active:           135104 kB
Inactive:         686280 kB
Active(anon):       2636 kB
Inactive(anon):   382764 kB
Active(file):     132468 kB
Inactive(file):   303516 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097152 kB
SwapFree:        2097152 kB
Dirty:              7676 kB
Writeback:             0 kB
AnonPages:        380804 kB
Mapped:           353428 kB
Shmem:              4688 kB
KReclaimable:      78472 kB
Slab:             159332 kB
SReclaimable:      78472 kB
SUnreclaim:        80860 kB
KernelStack:        7024 kB
PageTables:         7096 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2136584 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36128 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
