MemTotal:        7795912 kB
MemFree:         5931904 kB
MemAvailable:    6310500 kB
Buffers:            7412 kB
Cached:           479164 kB
SwapCached:            0 kB
Active:           173120 kB
Inactive:        1271196 kB
Active(anon):       2652 kB
Inactive(anon):   964128 kB
Active(file):     170468 kB
Inactive(file):   307068 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7956 kB
Writeback:             0 kB
AnonPages:        957780 kB
Mapped:           360260 kB
Shmem:              9012 kB
KReclaimable:      80156 kB
Slab:             161212 kB
SReclaimable:      80156 kB
SUnreclaim:        81056 kB
KernelStack:        7044 kB
PageTables:         8516 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2749000 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36272 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
