MemTotal:        7795912 kB
MemFree:         4754892 kB
MemAvailable:    5276884 kB
Buffers:           10756 kB
Cached:           616080 kB
SwapCached:       918996 kB
Active:           309204 kB
Inactive:        2308668 kB
Active(anon):       2668 kB
Inactive(anon):  1997392 kB
Active(file):     306536 kB
Inactive(file):   311276 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1175824 kB
Dirty:               240 kB
Writeback:           172 kB
AnonPages:       1072168 kB
Mapped:           352164 kB
Shmem:              9008 kB
KReclaimable:      86396 kB
Slab:             167692 kB
SReclaimable:      86396 kB
SUnreclaim:        81296 kB
KernelStack:        7084 kB
PageTables:         8508 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2646832 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36224 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
