MemTotal:        7795912 kB
MemFree:         5971900 kB
MemAvailable:    6400712 kB
Buffers:            8504 kB
Cached:           527876 kB
SwapCached:            0 kB
Active:           221424 kB
Inactive:        1183296 kB
Active(anon):       2672 kB
Inactive(anon):   875100 kB
Active(file):     218752 kB
Inactive(file):   308196 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7992 kB
Writeback:             0 kB
AnonPages:        868752 kB
Mapped:           360180 kB
Shmem:              9012 kB
KReclaimable:      81764 kB
Slab:             162896 kB
SReclaimable:      81764 kB
SUnreclaim:        81132 kB
KernelStack:        7188 kB
PageTables:         8272 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2686580 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
