MemTotal:        7795912 kB
MemFree:         6288512 kB
MemAvailable:    6686100 kB
Buffers:            7824 kB
Cached:           497880 kB
SwapCached:            0 kB
Active:           191532 kB
Inactive:         895348 kB
Active(anon):       2664 kB
Inactive(anon):   587944 kB
Active(file):     188868 kB
Inactive(file):   307404 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        2095792 kB
Dirty:              7608 kB
Writeback:            60 kB
AnonPages:        581880 kB
Mapped:           360496 kB
Shmem:              9012 kB
KReclaimable:      80672 kB
Slab:             161708 kB
SReclaimable:      80672 kB
SUnreclaim:        81036 kB
KernelStack:        7196 kB
PageTables:         8240 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36304 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
