MemTotal:        7795912 kB
MemFree:         5472452 kB
MemAvailable:    6009212 kB
Buffers:           10884 kB
Cached:           626240 kB
SwapCached:       918996 kB
Active:           310156 kB
Inactive:        1590320 kB
Active(anon):       2648 kB
Inactive(anon):  1265444 kB
Active(file):     307508 kB
Inactive(file):   324876 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       2097152 kB
SwapFree:        1175332 kB
Dirty:               344 kB
Writeback:             0 kB
AnonPages:        344456 kB
Mapped:           345644 kB
Shmem:              4684 kB
KReclaimable:      86792 kB
Slab:             168048 kB
SReclaimable:      86792 kB
SUnreclaim:        81256 kB
KernelStack:        7092 kB
PageTables:         6856 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2055448 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36256 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
