MemTotal:        7795912 kB
MemFree:         5320132 kB
MemAvailable:    5776764 kB
Buffers:            9108 kB
Cached:           553992 kB
SwapCached:       918996 kB
Active:           247900 kB
Inactive:        1806640 kB
Active(anon):       2656 kB
Inactive(anon):  1497824 kB
Active(file):     245244 kB
Inactive(file):   308816 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176428 kB
Dirty:              7736 kB
Writeback:            20 kB
AnonPages:        566408 kB
Mapped:           360036 kB
Shmem:              9012 kB
KReclaimable:      83180 kB
Slab:             164668 kB
SReclaimable:      83180 kB
SUnreclaim:        81488 kB
KernelStack:        7120 kB
PageTables:         8608 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36240 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
