MemTotal:        7795912 kB
MemFree:         4971992 kB
MemAvailable:    5404728 kB
Buffers:            8580 kB
Cached:           531440 kB
SwapCached:       918920 kB
Active:           225348 kB
Inactive:        2152412 kB
Active(anon):       2656 kB
Inactive(anon):  1844324 kB
Active(file):     222692 kB
Inactive(file):   308088 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176428 kB
Dirty:              7328 kB
Writeback:        422608 kB
AnonPages:        918916 kB
Mapped:           363500 kB
Shmem:              9012 kB
KReclaimable:      81948 kB
Slab:             189632 kB
SReclaimable:      81948 kB
SUnreclaim:       107684 kB
KernelStack:        7140 kB
PageTables:         8536 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36272 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
