MemTotal:        7795912 kB
MemFree:         5269920 kB
MemAvailable:    5706628 kB
Buffers:            8692 kB
Cached:           535428 kB
SwapCached:       918920 kB
Active:           228932 kB
Inactive:        1876860 kB
Active(anon):       2656 kB
Inactive(anon):  1568436 kB
Active(file):     226276 kB
Inactive(file):   308424 kB
Unevictable:          16 kB
Mlocked:              16 kB
SwapTotal:       2097152 kB
SwapFree:        1176428 kB
Dirty:              7724 kB
Writeback:             0 kB
AnonPages:        643192 kB
Mapped:           360164 kB
Shmem:              9012 kB
KReclaimable:      82056 kB
Slab:             163400 kB
SReclaimable:      82056 kB
SUnreclaim:        81344 kB
KernelStack:        7244 kB
PageTables:         8496 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5995108 kB
Committed_AS:    2683460 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       36256 kB
VmallocChunk:          0 kB
Percpu:             7808 kB
HardwareCorrupted:     0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
Unaccepted:            0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:      121856 kB
DirectMap2M:     5828608 kB
DirectMap1G:    10485760 kB
